0,500
0,510
160,610
160,510
1078,100
1156,600
1156,500
1156,200
1180,610
1180,510
1234,610
1234,510
1727,610
1727,510
2461,610
2461,510
2461,610
2461,510
3342,600
3342,500
3342,200
3844,610
3844,510
4151,600
4151,500
4151,200
5040,600
5040,500
5040,200
5382,610
5382,510
5717,100
6117,600
6117,500
6117,200
6117,600
6117,500
7109,600
7109,500
7109,200
7109,600
7109,500
7152,610
7152,510
7211,610
7211,510
7218,610
7218,510
7219,610
7219,510
7240,610
7240,510
7498,610
7498,510
7761,610
7761,510
7764,610
7764,510
7812,610
7812,510
7817,610
7817,510
7817,610
7817,510
7820,610
7820,510
7823,610
7823,510
7825,610
7825,510
7832,610
7832,510
7843,610
7843,510
8010,600
8010,500
8010,200
8010,600
8010,500
8148,610
8148,510
8151,610
8151,510
8154,610
8154,510
9295,610
9295,510
9299,610
9299,510
9302,610
9302,510
9852,610
9852,510
9853,610
9853,510
9854,610
9854,510
10839,600
10839,500
10839,200
10883,610
10883,510
10951,610
10951,510
10969,610
10969,510
11020,610
11020,510
11021,610
11021,510
11123,610
11123,510
11126,610
11126,510
11305,100
11900,610
11900,510
13171,610
13171,510
13173,610
13173,510
13493,610
13493,510
13499,610
13499,510
13499,610
13499,510
13501,610
13501,510
13502,610
13502,510
14144,610
14144,510
14144,610
14144,510
14564,610
14564,510
14856,610
14856,510
14917,610
14917,510
14918,610
14918,510
15159,610
15159,510
15171,610
15171,510
15214,610
15214,510
15810,610
15810,510
15828,610
15828,510
15874,100
16045,610
16045,510
16071,610
16071,510
16895,610
16895,510
16897,610
16897,510
16910,610
16910,510
17464,610
17464,510
17466,610
17466,510
18356,600
18356,500
18356,200
18403,610
18403,510
18484,610
18484,510
18638,610
18638,510
18641,610
18641,510
18805,610
18805,510
18806,610
18806,510
18807,610
18807,510
18955,610
18955,510
19015,610
19015,510
19657,610
19657,510
19660,610
19660,510
20053,610
20053,510
20055,610
20055,510
20300,610
20300,510
20314,610
20314,510
20316,610
20316,510
20646,600
20646,500
20646,200
20647,600
20647,500
20651,600
20651,500
20652,600
20652,500
20653,600
20653,500
20692,610
20692,510
20755,610
20755,510
20757,610
20757,510
20765,610
20765,510
21001,610
21001,510
21005,610
21005,510
21006,610
21006,510
21008,610
21008,510
21015,610
21015,510
21018,610
21018,510
21022,610
21022,510
21027,610
21027,510
21080,610
21080,510
21203,610
21203,510
21412,610
21412,510
21418,610
21418,510
21880,600
21880,500
21880,200
21915,610
21915,510
22132,610
22132,510
22759,100
22803,610
22803,510
23194,610
23194,510
23453,610
23453,510
23455,610
23455,510
23518,600
23518,500
23518,200
23518,600
23518,500
23527,600
23527,500
23744,610
23744,510
23749,610
23749,510
24630,610
24630,510
24648,610
24648,510
24649,610
24649,510
24664,610
24664,510
25079,610
25079,510
25258,610
25258,510
25261,610
25261,510
25263,610
25263,510
25554,610
25554,510
25557,610
25557,510
25557,610
25557,510
25571,610
25571,510
25717,610
25717,510
25844,600
25844,500
25844,200
25844,600
25844,500
25946,610
25946,510
25971,610
25971,510
25973,610
25973,510
25974,610
25974,510
25992,610
25992,510
25993,610
25993,510
25995,610
25995,510
26342,600
26342,500
26342,200
26847,610
26847,510
26848,610
26848,510
26861,610
26861,510
26914,610
26914,510
26922,610
26922,510
26928,610
26928,510
26930,610
26930,510
27547,100
28029,610
28029,510
28695,610
28695,510
28796,600
28796,500
28796,200
28961,610
28961,510
29113,610
29113,510
29116,610
29116,510
29116,610
29116,510
29136,610
29136,510
29544,610
29544,510
29547,610
29547,510
30498,610
30498,510
30500,610
30500,510
30733,600
30733,500
30733,200
30755,610
30755,510
30835,610
30835,510
30836,610
30836,510
30864,610
30864,510
30868,610
30868,510
30869,610
30869,510
30912,610
30912,510
30954,610
30954,510
31451,600
31451,500
31451,200
31485,610
31485,510
31790,610
31790,510
32229,610
32229,510
32235,610
32235,510
32244,610
32244,510
32399,610
32399,510
32403,610
32403,510
32429,610
32429,510
32440,610
32440,510
32450,610
32450,510
32458,610
32458,510
32477,610
32477,510
32484,610
32484,510
32488,610
32488,510
32493,610
32493,510
32498,610
32498,510
32505,610
32505,510
32522,610
32522,510
32539,610
32539,510
32543,610
32543,510
32547,610
32547,510
32552,610
32552,510
32553,610
32553,510
32560,610
32560,510
32564,610
32564,510
32568,610
32568,510
32576,610
32576,510
32607,610
32607,510
32618,610
32618,510
32749,610
32749,510
32750,610
32750,510
32751,610
32751,510
32758,610
32758,510
32759,610
32759,510
32775,610
32775,510
32782,610
32782,510
32784,610
32784,510
32790,610
32790,510
32794,610
32794,510
32842,610
32842,510
32853,610
32853,510
32877,610
32877,510
32878,610
32878,510
32915,610
32915,510
32932,610
32932,510
32937,610
32937,510
32958,610
32958,510
33021,610
33021,510
33233,610
33233,510
33241,610
33241,510
33390,610
33390,510
33493,610
33493,510
33494,610
33494,510
33885,610
33885,510
33890,610
33890,510
34225,610
34225,510
34227,610
34227,510
34724,610
34724,510
34729,610
34729,510
34730,610
34730,510
34732,610
34732,510
34759,610
34759,510
34762,610
34762,510
34786,610
34786,510
34787,610
34787,510
34799,610
34799,510
34800,610
34800,510
34811,610
34811,510
34843,610
34843,510
34846,610
34846,510
34859,610
34859,510
34868,610
34868,510
34883,610
34883,510
34889,610
34889,510
34893,610
34893,510
34903,610
34903,510
34903,610
34903,510
34904,610
34904,510
34907,610
34907,510
34908,610
34908,510
34925,610
34925,510
34927,610
34927,510
34929,610
34929,510
34932,610
34932,510
34932,610
34932,510
34969,610
34969,510
34983,610
34983,510
35188,610
35188,510
35188,610
35188,510
35189,610
35189,510
35477,600
35477,500
35477,200
35656,610
35656,510
35658,610
35658,510
35663,610
35663,510
35667,610
35667,510
35670,610
35670,510
35673,610
35673,510
35713,610
35713,510
35715,610
35715,510
35724,610
35724,510
35732,610
35732,510
35747,610
35747,510
35776,610
35776,510
35788,610
35788,510
35806,610
35806,510
35940,610
35940,510
35943,610
35943,510
35945,610
35945,510
36000,300
